238;1246;653
239;1739;688
240;1583;566
241;1424;676
242;1626;502
243;1687;705
244;1176;740
245;1746;688
246;1748;653
247;1193;662
248;1381;682
249;1798;620
250;1365;622
251;1592;625
252;1339;617
253;1589;717
254;1472;685
255;1487;709
256;1724;671
257;1308;499
258;1200;708
259;1515;605
260;1740;617
261;1696;662
262;1350;672
263;1599;657
264;1629;715
265;1858;619
266;1472;692
267;1376;685
268;1227;697
269;1458;616
270;1702;633
271;1636;657
272;1636;638
273;1294;542
274;1593;715
275;1441;643
276;1571;666
277;1707;704
278;1801;631
279;1205;742
280;1302;627
281;1763;673
282;1435;687
283;1227;687
284;1421;610
285;1585;612
286;1296;569
287;1282;523
288;1523;712
289;1717;660
290;1566;707
291;1411;732
292;1444;651
293;1664;707
294;1221;730
295;1780;643
296;1780;643
297;1187;668
298;1316;657
299;1386;616
300;1306;606
301;1532;716
302;1230;741
303;1495;717
304;1293;685
305;1293;506
306;1218;717
307;1569;599
308;1737;607
309;1597;663
310;1266;656
311;1372;629
312;1602;644
313;1644;465
314;1739;691
315;1482;701
316;1346;686
317;1208;704
318;1490;609
319;1737;621
320;1566;692
321;1292;556
322;1734;683
323;1810;608
324;1586;549
325;1413;640
326;1615;514
327;1844;621
328;1189;741
329;1753;683
330;1723;659
331;1366;679
332;1575;585
333;1600;718
334;1287;537
335;1552;701
336;1721;664
337;1315;495
338;1467;719
339;1210;740
340;1766;668
341;1682;662
342;1341;666
343;1590;661
344;1667;716
345;1336;621
346;1465;691
347;1251;686
348;1233;692
349;1438;614
350;1630;657
351;1637;644
352;1300;656
353;1585;712
354;1443;646
355;1527;673
356;1641;713
357;1728;699
358;1789;632
359;1260;641
360;1222;740
361;1417;684
362;1214;684
363;1409;610
364;1296;583
365;1591;666
366;1292;510
367;1515;715
368;1561;703
369;1579;572
370;1254;722
371;1435;662
372;1318;493
373;1634;482
374;1674;706
375;1224;724
376;1775;646
377;1189;665
378;1389;683
379;1806;609
380;1342;621
381;1375;618
382;1329;614
383;1549;715
384;1491;714
385;1310;684
386;1298;503
387;1606;522
388;1206;713
389;1557;599
390;1739;612
391;1708;661
392;1258;655
393;1212;653
394;1392;635
395;1604;651
396;1618;716
397;1869;618
398;1167;740
399;1477;695
400;1359;687
401;1217;700
402;1577;575
403;1466;615
404;1723;626
405;1557;698
406;1633;636
407;1294;548
408;1597;717
409;1726;677
410;1433;642
411;1584;664
412;1240;760
413;1503;725
414;1414;882
415;1369;781
416;1845;746
417;1420;759
418;1609;807
419;1473;786
420;1347;760
421;1227;932
422;1546;872
423;1601;756
424;1632;849
425;1409;734
426;1368;839
427;1223;752
428;1519;835
429;1889;628
430;1411;811
431;1656;733
432;1610;783
433;1875;618
434;1276;794
435;1214;912
436;1342;766
437;1344;808
438;1527;874
439;1668;895
440;1699;870
441;1602;838
442;1371;855
443;1308;742
444;1603;722
445;1517;850
446;1383;805
447;1449;801
448;1590;808
449;1632;876
450;1595;774
451;1388;763
452;1323;768
453;1517;750
454;1368;799
455;1382;868
456;1377;767
457;1664;842
458;1273;739
459;1359;859
460;1534;852
461;1562;763
462;1239;863
463;1624;825
464;1643;867
465;1411;753
466;1336;819
467;1512;734
468;1418;835
469;1900;637
470;1449;762
471;1731;747
472;1637;835
473;1563;884
474;1301;805
475;1355;757
476;1208;891
477;1561;871
478;1501;760
479;1599;828
480;1289;855
481;1486;886
482;1680;884
483;1642;854
484;1362;835
485;1420;715
486;1495;816
487;1910;627
488;1420;805
489;1383;837
490;1690;742
491;1607;804
492;1878;628
493;1210;879
494;1256;762
495;1369;785
496;1446;889
497;1906;749
498;1696;878
499;1340;809
500;1372;844
501;1471;767
502;1327;749
503;1325;851
504;1521;837
505;1612;750
506;1436;802
507;1369;761
508;1637;730
509;1608;885
510;1417;741
511;1232;758
512;1402;878
513;1407;815
514;1371;777
515;1815;745
516;1693;863
517;1478;801
518;1304;742
519;1225;928
520;1536;873
521;1585;759
522;1455;801
523;1672;910
524;1610;842
525;1223;748
526;1613;727
527;1496;724
528;1371;863
529;1890;626
530;1415;808
531;1776;744
532;1607;781
533;1290;797
534;1213;906
535;1338;768
536;1540;762
537;1353;805
538;1514;877
539;1672;889
540;1601;834
541;1363;859
542;1620;728
543;1519;852
544;1903;633
545;1391;805
546;1595;801
547;1554;880
548;1303;809
549;1580;766
550;1396;760
551;1204;887
552;1304;767
553;1513;747
554;1369;796
555;1658;840
556;1258;739
557;1353;858
558;1539;854
559;1614;738
560;1245;861
561;1382;766
562;1645;863
563;1414;750
564;1340;824
565;1507;727
566;1404;836
567;1877;748
568;1716;746
569;1428;760
570;1622;821
571;1467;774
572;1352;758
573;1557;872
574;1479;764
575;1596;825
576;1639;852
577;1412;737
578;1368;837
579;1506;829
580;1408;813
581;1671;737
582;1608;797
583;1587;892
584;1876;622
585;1224;871
586;1343;764
587;1427;886
588;1700;874
589;1604;840
590;1373;850
591;1320;747
592;1492;721
593;1519;845
594;1608;753
595;1443;801
596;1589;816
597;1621;881
598;1226;755
599;1517;758
600;1393;875
601;1374;771
602;1792;744
603;1669;845
604;1480;805
605;1287;740
606;1219;919
607;1527;852
608;1574;763
609;1230;868
610;1468;801
611;1670;903
612;1640;871
613;1334;813
614;1228;745
615;1609;726
616;1513;736
617;1900;626
618;1753;746
619;1643;837
620;1575;888
621;1295;800
622;1242;741
623;1212;897
624;1332;768
625;1515;760
626;1610;826
627;1364;801
628;1496;882
629;1675;887
630;1349;830
631;1397;706
632;1613;735
633;1490;812
634;1906;630
635;1410;805
636;1702;745
637;1544;876
638;1405;756
639;1204;883
640;1274;764
641;1370;791
642;1919;749
643;1689;881
644;1474;764
645;1343;754
646;1341;855
647;1561;868
648;1615;746
649;1276;858
650;1428;803
651;1378;764
652;1597;889
653;1643;857
654;1416;745
655;1205;810
656;764;897
657;748;896
658;773;894
659;801;879
660;845;855
661;850;853
662;886;839
663;904;831
664;920;826
665;961;816
666;1296;579
667;1296;572
668;932;616
669;894;619
670;837;620
671;785;612
672;981;567
673;865;730
674;992;683
675;902;810
676;910;805
677;922;799
678;934;793
679;944;785
680;928;780
681;905;772
682;909;771
683;923;771
684;936;770
685;942;768
686;946;766
687;949;762
688;953;750
689;953;745
690;953;741
691;949;735
692;947;732
693;948;730
694;951;730
695;990;730
696;996;729
697;953;789
698;943;790
699;1062;760
700;1086;756
701;1105;752
702;1128;755
703;1143;749
704;1153;744
705;1161;741
706;1384;857
707;1395;858
708;1410;857
709;1419;857
710;1435;857
711;1445;857
712;1655;713
713;1659;716
714;1580;603
715;1148;681
716;1136;683
717;1122;689
718;1115;693
719;1172;708
720;1084;684
721;1102;675
722;1116;671
723;1136;667
724;1145;665
725;1152;666
726;1166;678
727;1146;701
728;1169;690
729;1170;688
730;1209;810
731;1237;819
732;1264;826
733;1288;837
734;1301;843
735;1255;823
736;1218;812
737;1344;827
738;1390;858
739;1387;858
740;1377;856
741;1440;857
742;1368;858
743;1365;860
744;1198;851
745;1165;847
746;1162;833
747;1176;831
748;1204;813
749;1081;786
750;1075;782
751;1053;771
752;1038;766
753;1032;765
754;905;773
755;931;770
756;1007;742
757;1179;809
758;783;826
759;866;743
760;857;742
761;929;717
762;921;714
763;1090;656
764;1246;437
765;1236;437
766;1252;406
767;1242;406
